chapter,number,authors,year,title,venue,pages,doi,url,accessed,confidence,raw
5,17,"Ardila, R., Branson, M., Davis, K., Kohler, M., Meyer, J., Henretty, M., Morais, R., Saunders, L., Tyers, F., & Weber, G",2020,Common Voice: A Massively-Multilingual Speech Corpus,LREC,4218-4222,,https://aclanthology.org/2020.lrec-1.520/,19 June 2026,high,"Ardila, R., Branson, M., Davis, K., Kohler, M., Meyer, J., Henretty, M., Morais, R., Saunders, L., Tyers, F., & Weber, G. (2020). Common Voice: A Massively-Multilingual Speech Corpus. LREC, 4218-4222. https://aclanthology.org/2020.lrec-1.520/ Accessed 19 June 2026."
5,18,"Radford, A., Kim, J. W., Xu, T., Brockman, G., McLeavey, C., & Sutskever, I",2023,Robust Speech Recognition via Large-Scale Weak Supervision,"Proceedings of the 40th International Conference on Machine Learning (ICML), PMLR 202",28492-28518,,https://proceedings.mlr.press/v202/radford23a.html,19 June 2026,high,"Radford, A., Kim, J. W., Xu, T., Brockman, G., McLeavey, C., & Sutskever, I. (2023). Robust Speech Recognition via Large-Scale Weak Supervision. Proceedings of the 40th International Conference on Machine Learning (ICML), PMLR 202, 28492-28518. https://proceedings.mlr.press/v202/radford23a.html Accessed 19 June 2026."
5,19,"Talafha, B., Waheed, A., & Abdul-Mageed, M",2023,N-Shot Benchmarking of Whisper on Diverse Arabic Speech Recognition,Interspeech,5092-5096,10.21437/Interspeech.2023-1044,https://doi.org/10.21437/Interspeech.2023-1044,,high,"Talafha, B., Waheed, A., & Abdul-Mageed, M. (2023). N-Shot Benchmarking of Whisper on Diverse Arabic Speech Recognition. Interspeech, 5092-5096. https://doi.org/10.21437/Interspeech.2023-1044"
5,20,"Park, D. S., Chan, W., Zhang, Y., Chiu, C.-C., Zoph, B., Cubuk, E. D., & Le, Q. V",2019,SpecAugment: A simple data augmentation method for automatic speech recognition,Interspeech,2613-2617,10.21437/Interspeech.2019-2680,https://doi.org/10.21437/Interspeech.2019-2680,,high,"Park, D. S., Chan, W., Zhang, Y., Chiu, C.-C., Zoph, B., Cubuk, E. D., & Le, Q. V. (2019). SpecAugment: A simple data augmentation method for automatic speech recognition. Interspeech, 2613-2617. https://doi.org/10.21437/Interspeech.2019-2680"
5,21,"Baevski, A., Zhou, Y., Mohamed, A., & Auli, M",2020,wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations,"Advances in Neural Information Processing Systems 33 (NeurIPS), 12449-12460. arXiv:2006.11477",,,https://arxiv.org/abs/2006.11477,,high,"Baevski, A., Zhou, Y., Mohamed, A., & Auli, M. (2020). wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations. Advances in Neural Information Processing Systems 33 (NeurIPS), 12449-12460. arXiv:2006.11477. https://arxiv.org/abs/2006.11477"
6,1,"van den Oord, A., Li, Y., & Vinyals, O",2018,Representation learning with contrastive predictive coding,arXiv:1807.03748,,,https://arxiv.org/abs/1807.03748,,medium,"van den Oord, A., Li, Y., & Vinyals, O. (2018). Representation learning with contrastive predictive coding. arXiv:1807.03748. https://arxiv.org/abs/1807.03748"
6,2,"Baevski, A., Zhou, Y., Mohamed, A., & Auli, M",2020,wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations,"Advances in Neural Information Processing Systems 33 (NeurIPS), 12449-12460. arXiv:2006.11477",,,https://arxiv.org/abs/2006.11477,,high,"Baevski, A., Zhou, Y., Mohamed, A., & Auli, M. (2020). wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations. Advances in Neural Information Processing Systems 33 (NeurIPS), 12449-12460. arXiv:2006.11477. https://arxiv.org/abs/2006.11477"
6,3,"Hsu, W.-N., Bolte, B., Tsai, Y.-H. H., Lakhotia, K., Salakhutdinov, R., & Mohamed, A",2021,HuBERT: Self-supervised speech representation learning by masked prediction of hidden units,"IEEE/ACM Transactions on Audio, Speech, and Language Processing, 29",3451-3460,10.1109/TASLP.2021.3122291,https://doi.org/10.1109/TASLP.2021.3122291,,high,"Hsu, W.-N., Bolte, B., Tsai, Y.-H. H., Lakhotia, K., Salakhutdinov, R., & Mohamed, A. (2021). HuBERT: Self-supervised speech representation learning by masked prediction of hidden units. IEEE/ACM Transactions on Audio, Speech, and Language Processing, 29, 3451-3460. https://doi.org/10.1109/TASLP.2021.3122291"
6,4,"Babu, A., Wang, C., Tjandra, A., Lakhotia, K., Xu, Q., Goyal, N., Singh, K., von Platen, P., Saraf, Y., Pino, J., Baevski, A., Conneau, A., & Auli, M",2022,XLS-R: Self-Supervised Cross-Lingual Speech Representation Learning at Scale,Interspeech,2278-2282,10.21437/Interspeech.2022-143,https://doi.org/10.21437/Interspeech.2022-143,,high,"Babu, A., Wang, C., Tjandra, A., Lakhotia, K., Xu, Q., Goyal, N., Singh, K., von Platen, P., Saraf, Y., Pino, J., Baevski, A., Conneau, A., & Auli, M. (2022). XLS-R: Self-Supervised Cross-Lingual Speech Representation Learning at Scale. Interspeech, 2278-2282. https://doi.org/10.21437/Interspeech.2022-143"
6,5,"Chen, S., Wang, C., Chen, Z., Wu, Y., Liu, S., Chen, Z., Li, J., Kanda, N., Yoshioka, T., Xiao, X., Wu, J., Zhou, L., Ren, S., Qian, Y., Qian, Y., Wu, J., Zeng, M., Yu, X., & Wei, F",2022,WavLM: Large-Scale Self-Supervised Pre-Training for Full Stack Speech Processing,"IEEE Journal of Selected Topics in Signal Processing, 16(6)",1505-1518,10.1109/JSTSP.2022.3188113,https://doi.org/10.1109/JSTSP.2022.3188113,,high,"Chen, S., Wang, C., Chen, Z., Wu, Y., Liu, S., Chen, Z., Li, J., Kanda, N., Yoshioka, T., Xiao, X., Wu, J., Zhou, L., Ren, S., Qian, Y., Qian, Y., Wu, J., Zeng, M., Yu, X., & Wei, F. (2022). WavLM: Large-Scale Self-Supervised Pre-Training for Full Stack Speech Processing. IEEE Journal of Selected Topics in Signal Processing, 16(6), 1505-1518. https://doi.org/10.1109/JSTSP.2022.3188113"
6,6,"Yang, S.-w., Chi, P.-H., Chuang, Y.-S., Lai, C.-I. J., Lakhotia, K., Lin, Y. Y., Liu, A. T., Shi, J., Chang, X., Lin, G.-T., Huang, T.-H., Tseng, W.-C., Lee, K.-t., Liu, D.-R., Huang, Z., Dong, S., Li, S.-W., Watanabe, S., Mohamed, A., & Lee, H.-y",2021,SUPERB: Speech processing Universal PERformance Benchmark,Interspeech,1194-1198,10.21437/Interspeech.2021-1775,https://doi.org/10.21437/Interspeech.2021-1775,,high,"Yang, S.-w., Chi, P.-H., Chuang, Y.-S., Lai, C.-I. J., Lakhotia, K., Lin, Y. Y., Liu, A. T., Shi, J., Chang, X., Lin, G.-T., Huang, T.-H., Tseng, W.-C., Lee, K.-t., Liu, D.-R., Huang, Z., Dong, S., Li, S.-W., Watanabe, S., Mohamed, A., & Lee, H.-y. (2021). SUPERB: Speech processing Universal PERformance Benchmark. Interspeech, 1194-1198. https://doi.org/10.21437/Interspeech.2021-1775"
6,7,"Radford, A., Kim, J. W., Xu, T., Brockman, G., McLeavey, C., & Sutskever, I",2023,Robust Speech Recognition via Large-Scale Weak Supervision,"Proceedings of the 40th International Conference on Machine Learning (ICML), PMLR 202",28492-28518,,https://proceedings.mlr.press/v202/radford23a.html,19 June 2026,high,"Radford, A., Kim, J. W., Xu, T., Brockman, G., McLeavey, C., & Sutskever, I. (2023). Robust Speech Recognition via Large-Scale Weak Supervision. Proceedings of the 40th International Conference on Machine Learning (ICML), PMLR 202, 28492-28518. https://proceedings.mlr.press/v202/radford23a.html Accessed 19 June 2026."
6,8,"Talafha, B., Waheed, A., & Abdul-Mageed, M",2023,N-Shot Benchmarking of Whisper on Diverse Arabic Speech Recognition,Interspeech,5092-5096,10.21437/Interspeech.2023-1044,https://doi.org/10.21437/Interspeech.2023-1044,,high,"Talafha, B., Waheed, A., & Abdul-Mageed, M. (2023). N-Shot Benchmarking of Whisper on Diverse Arabic Speech Recognition. Interspeech, 5092-5096. https://doi.org/10.21437/Interspeech.2023-1044"
6,9,"Pratap, V., Tjandra, A., Shi, B., Tomasello, P., Babu, A., Kundu, S., Elkahky, A., Ni, Z., Vyas, A., Fazel-Zarandi, M., Baevski, A., Adi, Y., Zhang, X., Hsu, W.-N., Conneau, A., & Auli, M",2024,"Scaling speech technology to 1,000+ languages","Journal of Machine Learning Research, 25(97)",1-52,,https://jmlr.org/papers/v25/23-1318.html,19 June 2026,high,"Pratap, V., Tjandra, A., Shi, B., Tomasello, P., Babu, A., Kundu, S., Elkahky, A., Ni, Z., Vyas, A., Fazel-Zarandi, M., Baevski, A., Adi, Y., Zhang, X., Hsu, W.-N., Conneau, A., & Auli, M. (2024). Scaling speech technology to 1,000+ languages. Journal of Machine Learning Research, 25(97), 1-52. https://jmlr.org/papers/v25/23-1318.html Accessed 19 June 2026."
6,10,Seamless Communication,2025,Joint speech and text machine translation for up to 100 languages,"Nature, 637(8046)",587-593,10.1038/s41586-024-08359-z,https://doi.org/10.1038/s41586-024-08359-z,,high,"Seamless Communication. (2025). Joint speech and text machine translation for up to 100 languages. Nature, 637(8046), 587-593. https://doi.org/10.1038/s41586-024-08359-z"
6,11,Omnilingual ASR Team,2025,Omnilingual ASR: Open-Source Multilingual Speech Recognition for 1600+ Languages,arXiv:2511.09690,,,https://arxiv.org/abs/2511.09690,,medium,Omnilingual ASR Team. (2025). Omnilingual ASR: Open-Source Multilingual Speech Recognition for 1600+ Languages. arXiv:2511.09690. https://arxiv.org/abs/2511.09690
6,12,"Al-Khalifa, H",2026,When Does OmniASR Fail?,"A Fine-Grained Human Evaluation on Saudi Arabic Dialects. Proceedings of SPEAKABLE @ LREC 2026, 118-124. ELRA Language Resources Association.  Accessed 28 July 2026. Archived at",,,https://web.archive.org/web/20260627002833/http://www.lrec-conf.org/proceedings/lrec2026/workshops/speakable/pdf/2026.speakable-1.13.pdf,,high,"Al-Khalifa, H. (2026). When Does OmniASR Fail? A Fine-Grained Human Evaluation on Saudi Arabic Dialects. Proceedings of SPEAKABLE @ LREC 2026, 118-124. ELRA Language Resources Association. http://www.lrec-conf.org/proceedings/lrec2026/workshops/speakable/pdf/2026.speakable-1.13.pdf Accessed 28 July 2026. Archived at https://web.archive.org/web/20260627002833/http://www.lrec-conf.org/proceedings/lrec2026/workshops/speakable/pdf/2026.speakable-1.13.pdf"
6,13,"Conneau, A., Ma, M., Khanuja, S., Zhang, Y., Axelrod, V., Dalmia, S., Riesa, J., Rivera, C., & Bapna, A",2023,FLEURS: Few-shot learning evaluation of universal representations of speech,IEEE Spoken Language Technology Workshop (SLT),798-805,10.1109/SLT54892.2023.10023141,https://doi.org/10.1109/SLT54892.2023.10023141,,high,"Conneau, A., Ma, M., Khanuja, S., Zhang, Y., Axelrod, V., Dalmia, S., Riesa, J., Rivera, C., & Bapna, A. (2023). FLEURS: Few-shot learning evaluation of universal representations of speech. IEEE Spoken Language Technology Workshop (SLT), 798-805. https://doi.org/10.1109/SLT54892.2023.10023141"
6,14,"Srivastav, V., Zheng, S., Bezzam, E., Le Bihan, E., Koluguri, N. R., Żelasko, P., Majumdar, S., Moumen, A., & Gandhi, S",2025,Open ASR Leaderboard: Towards Reproducible and Transparent Multilingual and Long-Form Speech Recognition Evaluation,arXiv:2510.06961,,,https://arxiv.org/abs/2510.06961,,medium,"Srivastav, V., Zheng, S., Bezzam, E., Le Bihan, E., Koluguri, N. R., Żelasko, P., Majumdar, S., Moumen, A., & Gandhi, S. (2025). Open ASR Leaderboard: Towards Reproducible and Transparent Multilingual and Long-Form Speech Recognition Evaluation. arXiv:2510.06961. https://arxiv.org/abs/2510.06961"
6,15,"Toyin, H. O., Djanibekov, A., Kulkarni, A., & Aldarmaki, H",2023,ArTST: Arabic text and speech transformer,Proceedings of ArabicNLP 2023,41-51,10.18653/v1/2023.arabicnlp-1.5,https://doi.org/10.18653/v1/2023.arabicnlp-1.5,,high,"Toyin, H. O., Djanibekov, A., Kulkarni, A., & Aldarmaki, H. (2023). ArTST: Arabic text and speech transformer. Proceedings of ArabicNLP 2023, 41-51. https://doi.org/10.18653/v1/2023.arabicnlp-1.5"
6,16,"Houlsby, N., Giurgiu, A., Jastrzebski, S., Morrone, B., de Laroussilhe, Q., Gesmundo, A., Attariyan, M., & Gelly, S",2019,Parameter-efficient transfer learning for NLP,"Proceedings of the 36th International Conference on Machine Learning (ICML), PMLR 97",2790-2799,,https://proceedings.mlr.press/v97/houlsby19a.html,19 June 2026,high,"Houlsby, N., Giurgiu, A., Jastrzebski, S., Morrone, B., de Laroussilhe, Q., Gesmundo, A., Attariyan, M., & Gelly, S. (2019). Parameter-efficient transfer learning for NLP. Proceedings of the 36th International Conference on Machine Learning (ICML), PMLR 97, 2790-2799. https://proceedings.mlr.press/v97/houlsby19a.html Accessed 19 June 2026."
6,17,"Hu, E. J., Shen, Y., Wallis, P., Allen-Zhu, Z., Li, Y., Wang, S., Wang, L., & Chen, W",2022,LoRA: Low-rank adaptation of large language models,International Conference on Learning Representations (ICLR). arXiv:2106.09685,,,https://arxiv.org/abs/2106.09685,,high,"Hu, E. J., Shen, Y., Wallis, P., Allen-Zhu, Z., Li, Y., Wang, S., Wang, L., & Chen, W. (2022). LoRA: Low-rank adaptation of large language models. International Conference on Learning Representations (ICLR). arXiv:2106.09685. https://arxiv.org/abs/2106.09685"
6,18,"Alkanhal, L., Alessa, A., Almahmoud, E., & Alaqil, R",2023,Aswat: Arabic audio dataset for automatic speech recognition using speech-representation learning,Proceedings of ArabicNLP 2023,120-127,10.18653/v1/2023.arabicnlp-1.10,https://doi.org/10.18653/v1/2023.arabicnlp-1.10,,high,"Alkanhal, L., Alessa, A., Almahmoud, E., & Alaqil, R. (2023). Aswat: Arabic audio dataset for automatic speech recognition using speech-representation learning. Proceedings of ArabicNLP 2023, 120-127. https://doi.org/10.18653/v1/2023.arabicnlp-1.10"
6,19,"Sukhadia, V. N., & Chowdhury, S. A",2026,HARNESS: Lightweight distilled Arabic speech foundation models,"Proceedings of SPEAKABLE @ LREC 2026, 109-117. ELRA Language Resources Association. arXiv:2604.14186",,,https://arxiv.org/abs/2604.14186,,high,"Sukhadia, V. N., & Chowdhury, S. A. (2026). HARNESS: Lightweight distilled Arabic speech foundation models. Proceedings of SPEAKABLE @ LREC 2026, 109-117. ELRA Language Resources Association. arXiv:2604.14186. https://arxiv.org/abs/2604.14186"
6,20,"Grigoryan, L., Karpov, N., Albasiri, E., Lavrukhin, V., & Ginsburg, B",2025,Open automatic speech recognition models for Classical and Modern Standard Arabic,arXiv:2507.13977,,,https://arxiv.org/abs/2507.13977,,medium,"Grigoryan, L., Karpov, N., Albasiri, E., Lavrukhin, V., & Ginsburg, B. (2025). Open automatic speech recognition models for Classical and Modern Standard Arabic. arXiv:2507.13977. https://arxiv.org/abs/2507.13977"
6,21,"Ali, A., Bell, P., Glass, J., Messaoui, Y., Mubarak, H., Renals, S., & Zhang, Y",2016,The MGB-2 challenge: Arabic multi-dialect broadcast media recognition,IEEE Spoken Language Technology Workshop (SLT),279-284,10.1109/SLT.2016.7846277,https://doi.org/10.1109/SLT.2016.7846277,,high,"Ali, A., Bell, P., Glass, J., Messaoui, Y., Mubarak, H., Renals, S., & Zhang, Y. (2016). The MGB-2 challenge: Arabic multi-dialect broadcast media recognition. IEEE Spoken Language Technology Workshop (SLT), 279-284. https://doi.org/10.1109/SLT.2016.7846277"
6,22,"Ardila, R., Branson, M., Davis, K., Kohler, M., Meyer, J., Henretty, M., Morais, R., Saunders, L., Tyers, F., & Weber, G",2020,Common Voice: A Massively-Multilingual Speech Corpus,LREC,4218-4222,,https://aclanthology.org/2020.lrec-1.520/,19 June 2026,high,"Ardila, R., Branson, M., Davis, K., Kohler, M., Meyer, J., Henretty, M., Morais, R., Saunders, L., Tyers, F., & Weber, G. (2020). Common Voice: A Massively-Multilingual Speech Corpus. LREC, 4218-4222. https://aclanthology.org/2020.lrec-1.520/ Accessed 19 June 2026."
6,23,"Alharbi, S., Alowisheq, A., Tüske, Z., Darwish, K., Alrajeh, A., Alrowithi, A., Bin Tamran, A., Ibrahim, A., Aloraini, R., Alnajim, R., Alkahtani, R., Almuasaad, R., Alrasheed, S., Alsubaie, S., & Alonaizan, Y",2024,SADA: Saudi Audio Dataset for Arabic,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10286-10290,10.1109/ICASSP48485.2024.10446243,https://doi.org/10.1109/ICASSP48485.2024.10446243,,high,"Alharbi, S., Alowisheq, A., Tüske, Z., Darwish, K., Alrajeh, A., Alrowithi, A., Bin Tamran, A., Ibrahim, A., Aloraini, R., Alnajim, R., Alkahtani, R., Almuasaad, R., Alrasheed, S., Alsubaie, S., & Alonaizan, Y. (2024). SADA: Saudi Audio Dataset for Arabic. IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), 10286-10290. https://doi.org/10.1109/ICASSP48485.2024.10446243"
6,24,"Al-Fetyani, M., Al-Barham, M., Abandah, G. A., Alsharkawi, A., & Dawas, M",2023,MASC: Massive Arabic Speech Corpus,IEEE Spoken Language Technology Workshop (SLT),1006-1013,10.1109/SLT54892.2023.10022652,https://doi.org/10.1109/SLT54892.2023.10022652,,high,"Al-Fetyani, M., Al-Barham, M., Abandah, G. A., Alsharkawi, A., & Dawas, M. (2023). MASC: Massive Arabic Speech Corpus. IEEE Spoken Language Technology Workshop (SLT), 1006-1013. https://doi.org/10.1109/SLT54892.2023.10022652"
7,1,"Alqadasi, A. M. A., Abdulghafor, R., Sunar, M. S., & Salam, M. S. B. H. J",2023,Modern Standard Arabic speech corpora: A systematic review,"IEEE Access, 11",55771-55796,10.1109/ACCESS.2023.3282259,https://doi.org/10.1109/ACCESS.2023.3282259,,high,"Alqadasi, A. M. A., Abdulghafor, R., Sunar, M. S., & Salam, M. S. B. H. J. (2023). Modern Standard Arabic speech corpora: A systematic review. IEEE Access, 11, 55771-55796. https://doi.org/10.1109/ACCESS.2023.3282259"
7,2,"Gebru, T., Morgenstern, J., Vecchione, B., Vaughan, J. W., Wallach, H., Daumé III, H., & Crawford, K",2021,Datasheets for datasets,"Communications of the ACM, 64(12)",86-92,10.1145/3458723,https://doi.org/10.1145/3458723,,high,"Gebru, T., Morgenstern, J., Vecchione, B., Vaughan, J. W., Wallach, H., Daumé III, H., & Crawford, K. (2021). Datasheets for datasets. Communications of the ACM, 64(12), 86-92. https://doi.org/10.1145/3458723"
7,3,"Alghamdi, M",2003,KACST Arabic Phonetics Database,"Proceedings of the 15th International Congress of Phonetic Sciences (ICPhS), Barcelona",3109-3112,,https://www.internationalphoneticassociation.org/icphs-proceedings/ICPhS2003/papers/p15_3109.pdf,28 July 2026,high,"Alghamdi, M. (2003). KACST Arabic Phonetics Database. Proceedings of the 15th International Congress of Phonetic Sciences (ICPhS), Barcelona, 3109-3112. https://www.internationalphoneticassociation.org/icphs-proceedings/ICPhS2003/papers/p15_3109.pdf Accessed 28 July 2026."
