bibtex_key,authors,year,title,venue,pages,doi,url,accessed,chapters,confidence,raw
wang2021covost,"Wang, C., Wu, A., Gu, J., & Pino, J",2021,CoVoST 2 and massively multilingual speech translation,Interspeech,2247-2251,10.21437/Interspeech.2021-2027,https://doi.org/10.21437/Interspeech.2021-2027,,1;10,high,"Wang, C., Wu, A., Gu, J., & Pino, J. (2021). CoVoST 2 and massively multilingual speech translation. Interspeech, 2247-2251. https://doi.org/10.21437/Interspeech.2021-2027"
wang2018supervised,"Wang, D., & Chen, J",2018,Supervised speech separation based on deep learning: An overview,"IEEE/ACM Transactions on Audio, Speech, and Language Processing, 26(10)",1702-1726,10.1109/TASLP.2018.2842159,https://doi.org/10.1109/TASLP.2018.2842159,,8,high,"Wang, D., & Chen, J. (2018). Supervised speech separation based on deep learning: An overview. IEEE/ACM Transactions on Audio, Speech, and Language Processing, 26(10), 1702-1726. https://doi.org/10.1109/TASLP.2018.2842159"
wang2026asvspoof,"Wang, X., Delgado, H., Tak, H., Jung, J.-w., Shim, H.-j., Todisco, M., Kukanov, I., Liu, X., Sahidullah, M., Kinnunen, T., Evans, N., Lee, K. A., Yamagishi, J., Jeong, M., Zhu, G., Zang, Y., Zhang, Y., Maiti, S., Lux, F., Müller, N., Zhang, W., Sun, C., Hou, S., Lyu, S., Le Maguer, S., Gong, C., Guo, H., Chen, L., & Singh, V",2026,"ASVspoof 5: Design, collection and validation of resources for spoofing, deepfake, and adversarial attack detection using crowdsourced speech","Computer Speech & Language, 95, 101825",,10.1016/j.csl.2025.101825,https://doi.org/10.1016/j.csl.2025.101825,,8;13,high,"Wang, X., Delgado, H., Tak, H., Jung, J.-w., Shim, H.-j., Todisco, M., Kukanov, I., Liu, X., Sahidullah, M., Kinnunen, T., Evans, N., Lee, K. A., Yamagishi, J., Jeong, M., Zhu, G., Zang, Y., Zhang, Y., Maiti, S., Lux, F., Müller, N., Zhang, W., Sun, C., Hou, S., Lyu, S., Le Maguer, S., Gong, C., Guo, H., Chen, L., & Singh, V. (2026). ASVspoof 5: Design, collection and validation of resources for spoofing, deepfake, and adversarial attack detection using crowdsourced speech. Computer Speech & Language, 95, 101825. https://doi.org/10.1016/j.csl.2025.101825"
wang2025open,"Wang, Y., Alhmoud, A., & Alqurishi, M",2025,Open Universal Arabic ASR Leaderboard,"Interspeech 2025, Rotterdam, 1168-1172. Leaderboard:",,,https://huggingface.co/spaces/elmresearchcenter/open_universal_arabic_asr_leaderboard,26 July 2026,1;7;11,high,"Wang, Y., Alhmoud, A., & Alqurishi, M. (2025). Open Universal Arabic ASR Leaderboard. Interspeech 2025, Rotterdam, 1168-1172. Leaderboard: https://huggingface.co/spaces/elmresearchcenter/open_universal_arabic_asr_leaderboard Accessed 26 July 2026."
warden2018speech,"Warden, P",2018,Speech Commands: A dataset for limited-vocabulary speech recognition,arXiv preprint arXiv:1804.03209,,,https://arxiv.org/abs/1804.03209,,8,medium,"Warden, P. (2018). Speech Commands: A dataset for limited-vocabulary speech recognition. arXiv preprint arXiv:1804.03209. https://arxiv.org/abs/1804.03209"
watanabe2018espnet,"Watanabe, S., Hori, T., Karita, S., Hayashi, T., Nishitoba, J., Unno, Y., Yalta Soplin, N. E., Heymann, J., Wiesner, M., Chen, N., Renduchintala, A., & Ochiai, T",2018,ESPnet: End-to-End Speech Processing Toolkit,Interspeech,2207-2211,10.21437/Interspeech.2018-1456,https://doi.org/10.21437/Interspeech.2018-1456,,5;9;14,high,"Watanabe, S., Hori, T., Karita, S., Hayashi, T., Nishitoba, J., Unno, Y., Yalta Soplin, N. E., Heymann, J., Wiesner, M., Chen, N., Renduchintala, A., & Ochiai, T. (2018). ESPnet: End-to-End Speech Processing Toolkit. Interspeech, 2207-2211. https://doi.org/10.21437/Interspeech.2018-1456"
watanabe2017hybrid,"Watanabe, S., Hori, T., Kim, S., Hershey, J. R., & Hayashi, T",2017,Hybrid CTC/Attention Architecture for End-to-End Speech Recognition,"IEEE Journal of Selected Topics in Signal Processing, 11(8)",1240-1253,10.1109/JSTSP.2017.2763455,https://doi.org/10.1109/JSTSP.2017.2763455,,5,high,"Watanabe, S., Hori, T., Kim, S., Hershey, J. R., & Hayashi, T. (2017). Hybrid CTC/Attention Architecture for End-to-End Speech Recognition. IEEE Journal of Selected Topics in Signal Processing, 11(8), 1240-1253. https://doi.org/10.1109/JSTSP.2017.2763455"
watson2002phonology,"Watson, J. C. E",2002,The Phonology and Morphology of Arabic,Oxford University Press,,,https://academic.oup.com/book/48466,19 June 2026,2,high,"Watson, J. C. E. (2002). The Phonology and Morphology of Arabic. Oxford University Press. https://academic.oup.com/book/48466 Accessed 19 June 2026."
wei2022finetuned,"Wei, J., Bosma, M., Zhao, V. Y., Guu, K., Yu, A. W., Lester, B., Du, N., Dai, A. M., & Le, Q. V",2022,Finetuned language models are zero-shot learners,International Conference on Learning Representations (ICLR),,,https://openreview.net/forum?id=gEZrGCozdqR,7 August 2026,11,high,"Wei, J., Bosma, M., Zhao, V. Y., Guu, K., Yu, A. W., Lester, B., Du, N., Dai, A. M., & Le, Q. V. (2022). Finetuned language models are zero-shot learners. International Conference on Learning Representations (ICLR). https://openreview.net/forum?id=gEZrGCozdqR Accessed 7 August 2026."
witt2000phone,"Witt, S. M., & Young, S. J",2000,Phone-level pronunciation scoring and assessment for interactive language learning,"Speech Communication, 30(2-3)",95-108,10.1016/S0167-6393(99)00044-8,https://doi.org/10.1016/S0167-6393(99)00044-8,,12,high,"Witt, S. M., & Young, S. J. (2000). Phone-level pronunciation scoring and assessment for interactive language learning. Speech Communication, 30(2-3), 95-108. https://doi.org/10.1016/S0167-6393(99)00044-8"
wittenburg2006elan,"Wittenburg, P., Brugman, H., Russel, A., Klassmann, A., & Sloetjes, H",2006,ELAN: A professional framework for multimodality research,Proceedings of the Fifth International Conference on Language Resources and Evaluation (LREC),1556-1559,,https://aclanthology.org/L06-1082/,28 July 2026,7,high,"Wittenburg, P., Brugman, H., Russel, A., Klassmann, A., & Sloetjes, H. (2006). ELAN: A professional framework for multimodality research. Proceedings of the Fifth International Conference on Language Resources and Evaluation (LREC), 1556-1559. https://aclanthology.org/L06-1082/ Accessed 28 July 2026."
wolf2020transforme,"Wolf, T., Debut, L., Sanh, V., Chaumond, J., Delangue, C., Moi, A., Cistac, P., Rault, T., Louf, R., Funtowicz, M., Davison, J., Shleifer, S., von Platen, P., Ma, C., Jernite, Y., Plu, J., Xu, C., Le Scao, T., Gugger, S., Drame, M., Lhoest, Q., & Rush, A. M",2020,Transformers: State-of-the-art natural language processing,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,38-45,10.18653/v1/2020.emnlp-demos.6,https://doi.org/10.18653/v1/2020.emnlp-demos.6,,9,high,"Wolf, T., Debut, L., Sanh, V., Chaumond, J., Delangue, C., Moi, A., Cistac, P., Rault, T., Louf, R., Funtowicz, M., Davison, J., Shleifer, S., von Platen, P., Ma, C., Jernite, Y., Plu, J., Xu, C., Le Scao, T., Gugger, S., Drame, M., Lhoest, Q., & Rush, A. M. (2020). Transformers: State-of-the-art natural language processing. Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations, 38-45. https://doi.org/10.18653/v1/2020.emnlp-demos.6"
world2010speech,World Wide Web Consortium,2010,Speech Synthesis Markup Language (SSML) Version 1.1,"W3C Recommendation, 7 September 2010",,,https://www.w3.org/TR/speech-synthesis11/,5 August 2026,9,high,"World Wide Web Consortium. (2010). Speech Synthesis Markup Language (SSML) Version 1.1. W3C Recommendation, 7 September 2010. https://www.w3.org/TR/speech-synthesis11/ Accessed 5 August 2026."
wu2015asvspoof,"Wu, Z., Kinnunen, T., Evans, N., Yamagishi, J., Hanilçi, C., Sahidullah, M., & Sizov, A",2015,ASVspoof 2015: The first automatic speaker verification spoofing and countermeasures challenge,Interspeech 2015,2037-2041,10.21437/Interspeech.2015-462,https://doi.org/10.21437/Interspeech.2015-462,,13,high,"Wu, Z., Kinnunen, T., Evans, N., Yamagishi, J., Hanilçi, C., Sahidullah, M., & Sizov, A. (2015). ASVspoof 2015: The first automatic speaker verification spoofing and countermeasures challenge. Interspeech 2015, 2037-2041. https://doi.org/10.21437/Interspeech.2015-462"
yang2025towards,"Yang, C.-K., Ho, N. S., & Lee, H.-y",2025,Towards holistic evaluation of large audio-language models: A comprehensive survey,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,10144-10170,10.18653/v1/2025.emnlp-main.514,https://doi.org/10.18653/v1/2025.emnlp-main.514,,11,high,"Yang, C.-K., Ho, N. S., & Lee, H.-y. (2025). Towards holistic evaluation of large audio-language models: A comprehensive survey. Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing, 10144-10170. https://doi.org/10.18653/v1/2025.emnlp-main.514"
yang2024bench,"Yang, Q., Xu, J., Liu, W., Chu, Y., Jiang, Z., Zhou, X., Leng, Y., Lv, Y., Zhao, Z., Zhou, C., & Zhou, J",2024,AIR-Bench: Benchmarking large audio-language models via generative comprehension,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),1979-1998,10.18653/v1/2024.acl-long.109,https://doi.org/10.18653/v1/2024.acl-long.109,,11,high,"Yang, Q., Xu, J., Liu, W., Chu, Y., Jiang, Z., Zhou, X., Leng, Y., Lv, Y., Zhao, Z., Zhou, C., & Zhou, J. (2024). AIR-Bench: Benchmarking large audio-language models via generative comprehension. Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), 1979-1998. https://doi.org/10.18653/v1/2024.acl-long.109"
yang2021superb,"Yang, S.-w., Chi, P.-H., Chuang, Y.-S., Lai, C.-I. J., Lakhotia, K., Lin, Y. Y., Liu, A. T., Shi, J., Chang, X., Lin, G.-T., Huang, T.-H., Tseng, W.-C., Lee, K.-t., Liu, D.-R., Huang, Z., Dong, S., Li, S.-W., Watanabe, S., Mohamed, A., & Lee, H.-y",2021,SUPERB: Speech processing Universal PERformance Benchmark,Interspeech,1194-1198,10.21437/Interspeech.2021-1775,https://doi.org/10.21437/Interspeech.2021-1775,,6,high,"Yang, S.-w., Chi, P.-H., Chuang, Y.-S., Lai, C.-I. J., Lakhotia, K., Lin, Y. Y., Liu, A. T., Shi, J., Chang, X., Lin, G.-T., Huang, T.-H., Tseng, W.-C., Lee, K.-t., Liu, D.-R., Huang, Z., Dong, S., Li, S.-W., Watanabe, S., Mohamed, A., & Lee, H.-y. (2021). SUPERB: Speech processing Universal PERformance Benchmark. Interspeech, 1194-1198. https://doi.org/10.21437/Interspeech.2021-1775"
young1994tree,"Young, S. J., Odell, J. J., & Woodland, P. C",1994,Tree-Based State Tying for High Accuracy Acoustic Modelling,Proceedings of the Workshop on Human Language Technology (HLT ’94),307-312,10.3115/1075812.1075885,https://doi.org/10.3115/1075812.1075885,,4,high,"Young, S. J., Odell, J. J., & Woodland, P. C. (1994). Tree-Based State Tying for High Accuracy Acoustic Modelling. Proceedings of the Workshop on Human Language Technology (HLT ’94), 307-312. https://doi.org/10.3115/1075812.1075885"
young2006book,"Young, S., Evermann, G., Gales, M., Hain, T., Kershaw, D., Liu, X., Moore, G., Odell, J., Ollason, D., Povey, D., Valtchev, V., & Woodland, P",2006,The HTK Book (for HTK version 3.4),Cambridge University Engineering Department.  Accessed 19 June 2026. Archived at,,,https://web.archive.org/web/20260617173508/https://htk.eng.cam.ac.uk/,,3,high,"Young, S., Evermann, G., Gales, M., Hain, T., Kershaw, D., Liu, X., Moore, G., Odell, J., Ollason, D., Povey, D., Valtchev, V., & Woodland, P. (2006). The HTK Book (for HTK version 3.4). Cambridge University Engineering Department. https://htk.eng.cam.ac.uk/ Accessed 19 June 2026. Archived at https://web.archive.org/web/20260617173508/https://htk.eng.cam.ac.uk/"
zarzu2026hurdles,"Zarzu, V., & Zouhar, V",2026,Hurdles of automatic metric for speech translation evaluation,Proceedings of the 23rd International Conference on Spoken Language Translation (IWSLT),305-315,,https://aclanthology.org/2026.iwslt-1.34/,5 August 2026,10,high,"Zarzu, V., & Zouhar, V. (2026). Hurdles of automatic metric for speech translation evaluation. Proceedings of the 23rd International Conference on Spoken Language Translation (IWSLT), 305-315. https://aclanthology.org/2026.iwslt-1.34/ Accessed 5 August 2026."
zen2009statistica,"Zen, H., Tokuda, K., & Black, A. W",2009,Statistical parametric speech synthesis,"Speech Communication, 51(11)",1039-1064,10.1016/j.specom.2009.04.004,https://doi.org/10.1016/j.specom.2009.04.004,,9,high,"Zen, H., Tokuda, K., & Black, A. W. (2009). Statistical parametric speech synthesis. Speech Communication, 51(11), 1039-1064. https://doi.org/10.1016/j.specom.2009.04.004"
zhong2024leveraging,"Zhong, H., Xie, Y., & Yao, Z",2024,Leveraging large language models to refine automatic feedback generation at articulatory level in computer aided pronunciation training,Interspeech 2024,2600-2604,10.21437/Interspeech.2024-1005,https://doi.org/10.21437/Interspeech.2024-1005,,12,high,"Zhong, H., Xie, Y., & Yao, Z. (2024). Leveraging large language models to refine automatic feedback generation at articulatory level in computer aided pronunciation training. Interspeech 2024, 2600-2604. https://doi.org/10.21437/Interspeech.2024-1005"
anonndref,,,,,,,https://un.org/en/observances/arabiclanguageday,19 June 2026,1,low,United Nations. World Arabic Language Day. https://un.org/en/observances/arabiclanguageday Accessed 19 June 2026.
anonndrefa,,,,,,,https://catalog.ldc.upenn.edu/,28 July 2026,7,low,"Linguistic Data Consortium. LDC catalog. University of Pennsylvania, Philadelphia. https://catalog.ldc.upenn.edu/ Accessed 28 July 2026."
anonndrefb,,,,,,,https://catalogue.elra.info/,28 July 2026,7,low,European Language Resources Association. ELRA catalogue of language resources. Paris. https://catalogue.elra.info/ Accessed 28 July 2026.
anonndrefc,,,,,,,https://catalogue.elra.info/en-us/repository/browse/ELRA-S0219/,29 July 2026,7,low,"NEMLAR Project. NEMLAR Broadcast News Speech Corpus (ELRA-S0219). European Language Resources Association, Paris. https://catalogue.elra.info/en-us/repository/browse/ELRA-S0219/ Accessed 29 July 2026."
anonndrefd,,,,,,,https://catalogue.elra.info/en-us/repository/browse/ELRA-S0220/,29 July 2026,7,low,"NEMLAR Project. NEMLAR Speech Synthesis Corpus (ELRA-S0220). European Language Resources Association, Paris. https://catalogue.elra.info/en-us/repository/browse/ELRA-S0220/ Accessed 29 July 2026."
